Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Eastern and South-Eastern Asia,total,Sanitation,2016,7.94521,182271127.45883,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2016,13.73566,135073238.44284,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2016,3.6009,47197883.54197,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2016,92.32902,2118121217.94366,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2016,85.48042,840594287.39544,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2016,4.95061,64888846.09433,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2016,0.97654,22402768.03874,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2016,1.78715,17574382.25958,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2016,0.36838,4828385.85879,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2016,92.51659,1212638010.26462,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2016,0.91216,20925942.70288,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2016,1.75936,17301161.02295,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2016,0.27655,3624781.74547,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2016,5.78228,132651469.20039,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2016,10.97307,107906618.64816,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2016,1.88787,24744844.80679,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2017,33.07832,763522964.26166,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2017,42.93685,415993440.12338,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2017,25.94708,347529519.81829,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2017,4.01704,92722358.41281,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2017,4.37334,42371114.78533,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2017,3.7593,50351243.41336,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2017,2.27107,52421494.49823,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2017,4.361,42251505.69472,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2017,0.75931,10169987.98644,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2017,53.79186,1241638469.33728,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2017,36.32779,351961586.94547,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2017,66.42462,889676887.72211,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2017,6.84171,157922299.48771,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2017,12.00101,116271737.6491,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2017,3.10969,41650559.1298,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2017,92.85715,2143354287.63081,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2017,86.43561,837430855.83013,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2017,4.9654,66505463.19099,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2017,0.966,22297375.37454,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2017,1.83164,17745818.72609,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2017,0.33983,4551556.31035,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2017,92.53681,1239417882.41282,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2017,0.79108,18259822.30541,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2017,1.51111,14640350.52459,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2017,0.27024,3619471.4983,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2017,5.38578,124316157.21543,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2017,10.22164,99032329.99955,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2017,1.88773,25283824.65753,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2018,31.91538,741001592.14397,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2018,42.67847,407269466.36368,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2018,24.40462,333732117.30269,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2018,3.82006,88692938.52337,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2018,4.26512,40700888.48123,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2018,3.50948,47992049.15698,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2018,2.04354,47446309.41044,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2018,3.97692,37950723.27207,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2018,0.69438,9495585.40465,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2018,56.42078,1309960689.59238,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2018,38.71326,369430532.54012,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2018,68.77755,940530147.68257,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2018,5.80024,134668192.33216,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2018,10.36623,98922183.2139,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2018,2.61398,35746017.97447,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2018,93.35906,2167582438.78202,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2018,87.37117,833760179.12741,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2018,4.9831,68143654.3083,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2018,0.95148,22091168.90899,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2018,1.86972,17842294.85842,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2018,0.3107,4248873.70651,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2018,92.55446,1265678526.7049,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2018,0.68443,15890940.47181,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2018,1.28687,12280305.84631,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2018,0.26403,3610634.3873,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2018,5.00503,116205206.92241,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2018,9.47223,90390987.55108,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2018,1.8877,25814228.413,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2019,30.6553,715685802.77715,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2019,42.24155,396944417.72296,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2019,22.85013,318741379.09139,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2019,3.63438,84849011.59315,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2019,4.19846,39452969.81999,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2019,3.25438,45396041.38228,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2019,1.82111,42516159.45444,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2019,3.5866,33703355.94384,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2019,0.63178,8812802.73762,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2019,59.06469,1378937961.09195,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2019,41.12493,386451473.65511,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2019,71.14998,992486491.58799,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2019,4.82451,112634088.08097,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2019,8.84845,83149036.47009,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2019,2.11374,29485050.10072,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2019,93.85049,2191055249.10686,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2019,88.34665,830194569.77375,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2019,4.98899,69592573.09019,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2019,0.92767,21657656.09923,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2019,1.86499,17525293.5628,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2019,0.29624,4132362.12927,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2019,92.56921,1291268117.28734,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2019,0.59603,13914973.13187,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2019,1.09607,10299747.14335,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2019,0.25917,3615225.76431,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2019,4.62581,107995157.70092,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2019,8.6923,81681669.55274,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2019,1.88638,26313486.6289,Unimproved
sdg,Eastern and South-Eastern Asia,total,Sanitation,2020,30.92541,725729526.4473,Basic service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2020,42.75318,395519718.72048,Basic service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2020,23.22827,330209805.38462,Basic service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2020,3.41578,80158378.90397,Limited service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2020,4.05571,37520293.04991,Limited service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2020,2.99933,42638085.73849,Limited service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2020,1.6099,37779705.94083,Open defecation
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2020,3.20149,29617708.21832,Open defecation
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2020,0.57415,8161997.38881,Open defecation
sdg,Eastern and South-Eastern Asia,total,Sanitation,2020,60.21575,1413088702.00014,Safely managed service
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2020,42.75411,395528322.97911,Safely managed service
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2020,71.57924,1017560383.22396,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Sanitation,2020,3.83316,89953099.70777,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Sanitation,2020,7.23551,66937403.1721,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Sanitation,2020,1.61902,23015697.06271,Unimproved
sdg,Eastern and South-Eastern Asia,total,Drinking water,2020,94.31746,2213356690.95232,At least basic
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2020,89.31886,826309672.07005,At least basic
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2020,4.9362,70172357.03943,Basic service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2020,0.90469,21230531.07152,Limited service
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2020,1.85553,17165914.91198,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2020,0.28592,4064615.96098,Limited service
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2020,92.63419,1316874596.74307,Safely managed service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2020,0.57368,13462589.93051,Surface water
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2020,1.06327,9836536.97191,Surface water
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2020,0.25507,3626052.85559,Surface water
sdg,Eastern and South-Eastern Asia,total,Drinking water,2020,4.20417,98659664.59454,Unimproved
sdg,Eastern and South-Eastern Asia,rural,Drinking water,2020,7.76235,71811318.88977,Unimproved
sdg,Eastern and South-Eastern Asia,urban,Drinking water,2020,1.88862,26848346.20093,Unimproved
sdg,Europe and Northern America,total,Sanitation,2000,25.35872,263064051.35018,Basic service
sdg,Europe and Northern America,rural,Sanitation,2000,49.83802,137070937.00819,Basic service
sdg,Europe and Northern America,urban,Sanitation,2000,16.52719,125993114.57101,Basic service
sdg,Europe and Northern America,total,Sanitation,2000,0.72555,7526648.82528,Limited service
sdg,Europe and Northern America,rural,Sanitation,2000,0.86603,2381876.01532,Limited service
sdg,Europe and Northern America,urban,Sanitation,2000,0.67487,5144772.80387,Limited service
sdg,Europe and Northern America,total,Sanitation,2000,0.01735,179986.25859,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2000,0.05327,146501.1165,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2000,0.00439,33485.14276,Open defecation
sdg,Europe and Northern America,total,Sanitation,2000,70.48516,731192747.55948,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2000,39.97586,109946751.79958,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2000,81.49215,621245994.19977,Safely managed service
sdg,Europe and Northern America,total,Sanitation,2000,3.41323,35407829.00447,Unimproved
sdg,Europe and Northern America,rural,Sanitation,2000,9.26682,25486800.13986,Unimproved
sdg,Europe and Northern America,urban,Sanitation,2000,1.3014,9921040.02389,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2000,95.98637,263994054.2034,At least basic
sdg,Europe and Northern America,total,Drinking water,2000,8.48159,87985595.98526,Basic service
sdg,Europe and Northern America,urban,Drinking water,2000,3.30914,25226817.46471,Basic service
sdg,Europe and Northern America,total,Drinking water,2000,0.25992,2696360.04095,Limited service
sdg,Europe and Northern America,rural,Drinking water,2000,0.53658,1475766.47923,Limited service
sdg,Europe and Northern America,urban,Drinking water,2000,0.16011,1220593.56445,Limited service
sdg,Europe and Northern America,total,Drinking water,2000,90.06373,934295295.03693,Safely managed service
sdg,Europe and Northern America,urban,Drinking water,2000,96.1594,733060023.79559,Safely managed service
sdg,Europe and Northern America,total,Drinking water,2000,0.13612,1412101.45592,Surface water
sdg,Europe and Northern America,rural,Drinking water,2000,0.42496,1168778.39786,Surface water
sdg,Europe and Northern America,urban,Drinking water,2000,0.03192,243323.06289,Surface water
sdg,Europe and Northern America,total,Drinking water,2000,1.05863,10981910.47894,Unimproved
sdg,Europe and Northern America,rural,Drinking water,2000,3.0521,8394272.72899,Unimproved
sdg,Europe and Northern America,urban,Drinking water,2000,0.33944,2587648.85366,Unimproved
sdg,Europe and Northern America,total,Sanitation,2001,25.06383,260857968.05404,Basic service
sdg,Europe and Northern America,rural,Sanitation,2001,49.36517,135364320.20123,Basic service
sdg,Europe and Northern America,urban,Sanitation,2001,16.37092,125493651.61255,Basic service
sdg,Europe and Northern America,total,Sanitation,2001,0.69814,7266074.4553,Limited service
sdg,Europe and Northern America,rural,Sanitation,2001,0.81753,2241756.21891,Limited service
sdg,Europe and Northern America,urban,Sanitation,2001,0.65543,5024318.3589,Limited service
sdg,Europe and Northern America,total,Sanitation,2001,0.01573,163725.26105,Open defecation
sdg,Europe and Northern America,rural,Sanitation,2001,0.04823,132257.13523,Open defecation
sdg,Europe and Northern America,urban,Sanitation,2001,0.00411,31468.12786,Open defecation
sdg,Europe and Northern America,total,Sanitation,2001,70.66997,735515196.03402,Safely managed service
sdg,Europe and Northern America,rural,Sanitation,2001,39.9508,109549148.78148,Safely managed service
sdg,Europe and Northern America,urban,Sanitation,2001,81.65862,625966061.03708,Safely managed service
